0.06 0.42
0.07 0.42
0.08 0.43
0.14 0.43
0.17 0.43
0.20 0.43
0.22 0.43
0.23 0.43
0.25 0.42
0.27 0.42
0.28 0.42
0.30 0.40
0.31 0.39
0.33 0.37
0.35 0.36
0.36 0.35
0.37 0.34
0.38 0.32
0.39 0.31
0.39 0.30
0.40 0.28
0.41 0.27
0.42 0.24
0.43 0.22
0.43 0.20
0.44 0.18
0.44 0.16
0.43 0.14
0.42 0.12
0.42 0.10
0.41 0.09
0.40 0.07
0.38 0.06
0.37 0.04
0.35 0.03
0.34 0.02
0.33 0.01
0.31 0.00
0.29 -0.01
0.28 -0.01
0.26 -0.02
0.25 -0.02
0.24 -0.02
0.23 -0.02
0.21 -0.02
0.20 -0.02
0.18 -0.02
0.17 -0.03
0.16 -0.03
0.15 -0.04
0.14 -0.04
0.13 -0.06
0.13 -0.08
0.13 -0.10
0.13 -0.12
0.13 -0.13
0.13 -0.15
0.12 -0.17
0.13 -0.16
0.14 -0.15
0.15 -0.14
0.16 -0.14
0.17 -0.14
0.18 -0.16
0.18 -0.18
0.17 -0.19
0.16 -0.21
0.15 -0.22
0.13 -0.23
0.12 -0.24
0.14 -0.24
0.15 -0.24
0.16 -0.24
0.17 -0.24
0.18 -0.25
0.19 -0.28
0.19 -0.30
0.18 -0.31
0.18 -0.33
0.17 -0.33
0.16 -0.34
0.15 -0.34
0.14 -0.34
0.13 -0.33
0.13 -0.32
0.13 -0.35
0.14 -0.36
0.14 -0.38
0.15 -0.39
0.14 -0.41
0.13 -0.43
0.12 -0.46
0.11 -0.46
0.10 -0.45
0.09 -0.41
0.09 -0.39
0.09 -0.38
0.09 -0.36
0.09 -0.35
0.07 -0.36
0.05 -0.37
0.04 -0.39
0.02 -0.39
0.01 -0.39
0.00 -0.37
-0.00 -0.36
0.00 -0.34
0.01 -0.32
0.03 -0.31
0.05 -0.30
0.06 -0.29
0.07 -0.29
0.08 -0.28
0.06 -0.27
0.05 -0.27
0.04 -0.27
0.03 -0.26
0.02 -0.24
0.02 -0.22
0.02 -0.21
0.03 -0.19
0.05 -0.18
0.07 -0.19
0.08 -0.20
0.07 -0.18
0.06 -0.16
0.06 -0.14
0.06 -0.12
0.07 -0.11
0.08 -0.12
0.09 -0.13
0.09 -0.16
0.10 -0.17
0.10 -0.16
0.10 -0.14
0.10 -0.12
0.10 -0.10
0.10 -0.07
0.10 -0.06
0.07 -0.06
0.06 -0.06
0.05 -0.06
0.04 -0.06
0.03 -0.06
0.02 -0.06
0.01 -0.06
-0.00 -0.05
-0.01 -0.05
-0.03 -0.05
-0.03 -0.04
-0.05 -0.04
-0.05 -0.04
-0.06 -0.04
-0.07 -0.05
-0.07 -0.06
-0.07 -0.08
-0.07 -0.10
-0.08 -0.11
-0.09 -0.11
-0.10 -0.10
-0.10 -0.09
-0.12 -0.08
-0.13 -0.08
-0.13 -0.08
-0.14 -0.08
-0.15 -0.07
-0.15 -0.05
-0.16 -0.04
-0.17 -0.04
-0.18 -0.04
-0.19 -0.04
-0.20 -0.04
-0.21 -0.04
